dt,phase_1-0,phase_2-1,phase_3-2,phase_0-3
0.04,2.611689371631243,-0.3753974496982388,-2.8508695891782607,0.6145776672452565
0.037,2.588082945209749,-0.4218528660687273,-2.7579294138232866,0.5916993346822649
0.046,2.686469858905237,-0.5314526711745573,-2.700513127085859,0.5454959393551796
0.045,2.8292502762141774,-0.7544447229341893,-2.829640949186477,0.7548353959064888
0.044,-3.0276526426140333,-1.147516714163318,-2.8450977354583316,0.7370817850560961
0.047,2.9729593064611373,-1.1114987319115792,-2.7650552361800305,0.9035946616304726
0.053,-2.910498735374249,-1.335794980520722,-2.855708460225446,0.8188168689408309
0.043,2.0292345055870276,0.16085804257717554,-2.7038883634948774,0.5137958153306743
0.04,-1.911021985448751,-2.820470410612084,-2.7538487587803666,1.202155847661615
0.043,-0.9330421613574349,2.750163927169902,-2.679497256372697,0.8623754905602299
0.047,2.21465956655753,0.10518034909659192,-2.7373438234759484,0.4175039078218266
0.048,2.5930402781891746,-0.19019111922877166,-2.9119514239392164,0.5091022649788134
0.04,2.3145511056770114,0.01677459079752657,-2.614050685941626,0.28272498946708774
0.046,2.3636760839580204,-0.035956221662520084,-2.840020426690406,0.5123005643949057
0.042,2.442368693362386,-0.12311835513346826,-2.772932805132063,0.4536824669031458
0.039,2.271119154720983,0.001635363621037693,-2.9640704963235547,0.6913159779815339
0.041,2.63923026358101,-0.4029409771987306,-2.7524718425076373,0.5161825561253582
0.046,-3.0400138423883183,-1.3480051804977284,-2.6983517726710393,0.8031854883774999
0.044,-2.380291341468692,-2.1403210268760913,-2.660898422229443,0.89832548339464
0.046,2.804163374120849,-0.5709708955839173,-2.812768431383298,0.5795759528463665
0.039,2.8535274127472086,-0.8443992780800682,-2.702598273055037,0.6934701383878965
0.046,2.947636636953753,-0.8808599235330556,-2.7021012592299933,0.6353245458092959
0.056,2.950766078404289,-0.8807613685762704,-2.6425217297783505,0.5725170199503322
0.045,2.840049480835841,-0.8238700537126518,-2.8128596137795245,0.7966801866563353
0.038,2.9435578109231586,-0.9389271710064537,-2.731037757876514,0.7264071179598092
0.047,3.0182736840299587,-0.9089669716488764,-2.688555484655778,0.5792487722746956
0.041,3.0388056114879376,-0.9158440425196015,-2.8984008382635786,0.7754392692952428
0.045,2.953664097644907,-0.7372156412256727,-2.964131528222232,0.7476830718029979
0.046,2.9445592332177704,-0.8159749520404992,-2.7690496994550724,0.640465418277801
0.042,2.9383992112329462,-0.7468535049574793,-2.976268303832542,0.7847225975570755
0.053,2.9352533961216163,-0.7537106377721704,-2.7986676770960903,0.6171249187466443
0.052,2.857988248103743,-0.7124447591777163,-2.8477791083798816,0.7022356194538547
0.043,2.888447546088986,-0.5725767066069303,-2.872463429690474,0.5565925902084186
0.049,2.8181325635383545,-0.6122828990160902,-2.85720492567724,0.651355261154976
0.048,2.8527014680665395,-0.6149467124308298,-2.8821701593846187,0.6444154037489089
0.05,2.695264494821098,-0.37094885000121713,-3.1174530889177157,0.7931374440978346
0.054,2.798815256199981,-0.5291926741925094,-2.975406689083643,0.7057841070761711
0.043,2.916754935777001,-0.6277087785544101,-2.8668081174185476,0.577761960195957
0.055,2.6742777455020157,-0.5449646284922411,-2.822335191301524,0.6930220742917497
0.045,2.7817290404597936,-0.566295288098442,-2.9371570641130864,0.7217233117517348
0.041,2.9111448624484457,-0.6398180150646295,-2.925488769934079,0.6541619225502626
0.038,2.860706176427832,-0.5566261839467206,-2.954440122111247,0.650360129630136
0.046,2.692246374990028,-0.5638829307729581,-2.8926236710859374,0.7642602268688676
0.042,2.8406209715823825,-0.7337331871610789,-2.775364857193741,0.6684770727724376
0.039,2.7780493100823294,-0.7510485494539286,-2.715676124278165,0.688675363649764
0.042,2.879513275184298,-0.7092711941637041,-2.8418332957964014,0.6715912147758075
0.041,2.751988430836024,-0.5092137688933451,-2.904243323359653,0.6614686614169741
0.045,2.7335661233893798,-0.5084279040548562,-3.017435340958929,0.7922971216244052
0.039,2.8210577299153625,-0.6086741120494321,-2.8921483764599296,0.6797647585939992
0.043,2.825308017473377,-0.6362550357522864,-2.8275708160065136,0.6385178342854227
0.044,2.7362146536377914,-0.535677877435384,-2.9358922059294725,0.7353554297270655
0.041,2.7522301419877238,-0.661499966999287,-2.6073449051030946,0.5166147301146577
0.044,2.8454992810258215,-0.6574424403571265,-2.9271363185894863,0.7390794779207914
0.036,2.789152372174323,-0.692089300202944,-2.936522347954948,0.8394592759835693
0.037,2.765662280419566,-0.7174985097804029,-2.7262384282595704,0.6780746576204073
0.046,2.800899955311804,-0.6857920897924524,-2.8836097212590275,0.7685018557396759
0.048,2.548756611293176,-0.5904960450769859,-2.647182224673779,0.6889216584575888
0.045,2.6476150999258348,-0.6028931324551638,-2.804241078903024,0.759519111432353
0.045,2.8586453203048308,-0.6993434703228906,-2.9296870220612514,0.770385172079311
0.045,2.6900970183377826,-0.6290529693035022,-2.853594540215038,0.7925504911807575
0.062,2.784251296129566,-0.664677950158791,-2.8262095056496737,0.7066361596788989
0.064,2.751468117419384,-0.6456601821658445,-2.9233658769262654,0.8175579416727259
0.106,2.628396392051346,-0.37566641385461097,-2.9131957248278315,0.6604657466310965
0.052,2.8465706957544072,-0.5437519044893007,-2.8525991345251946,0.5497803432600881
0.039,2.756791211177571,-0.6744202886391216,-2.735753255645177,0.6533823331067276
0.036,2.5655272798452557,-0.44175438229090347,-2.98615655257236,0.8623836550180078
0.042,2.7179496713921067,-0.7102477537789555,-2.7508391718154117,0.7431372542022605
0.043,2.8115530622981666,-0.6322239989520261,-2.981486347414371,0.8021572840682306
0.045,2.8535551586797787,-0.5990333432267528,-2.9017927586598087,0.6472709432067826
0.042,2.8282319003832916,-0.5649351277235035,-3.0088588654515003,0.7455620927917123
0.05,2.827814014923216,-0.6583530534659182,-2.9280842576291026,0.7586232961718046
0.053,2.607957652229381,-0.6475933535605712,-2.652508553905718,0.6921442552369084
0.04,2.7532789586096333,-0.6113771819278798,-2.8349726878336416,0.6930709111518883
0.045,2.898994020354892,-0.6643867175034714,-2.9979740175810403,0.76336671472962
0.042,2.763264541922271,-0.6356533165780072,-2.8471965609735004,0.7195853356292365
0.041,2.7183748794664133,-0.6919531834161246,-2.8358845467707963,0.8094628507205076
0.04,2.712244236115673,-0.6979781314717812,-2.823233839737187,0.8089677350932953
0.046,2.7784706921951354,-0.7130407167178124,-2.7663600862538367,0.7009301107765133
0.04,2.829040204750579,-0.6248541336078193,-2.9379613172044974,0.7337752460617373
0.048,2.7209386392823607,-0.5981988518120019,-2.984044777494876,0.8613049900245173
0.042,2.717795852640381,-0.7973751908035,-2.705208433155434,0.7847877713185528
0.038,2.909231470480799,-0.7379203783619734,-2.817237716247558,0.6459266241287327
0.043,2.859179215543961,-0.8002776399558489,-2.7433023029310903,0.684400727342978
0.037,2.7015227621075004,-0.5457338815681034,-2.921029360621446,0.765240480082049
0.047,2.7964318533107155,-0.8125081528352536,-2.787823285119996,0.8038995846445339
0.055,2.7611823067324943,-0.7213454224192261,-2.9174958143589764,0.8776589300457082
0.054,2.773968108356997,-0.8163253505876936,-2.8355175108580055,0.8778747530887022
0.049,2.7673150105606514,-0.8857413453981453,-2.8906121188557634,1.0090384536932573
0.053,2.6968262851839824,-0.8141008629521648,-2.8647811848581237,0.9820557626263061
0.055,2.876885431531152,-0.9906370713155127,-2.714687568839809,0.8284392086241701
0.049,2.7907946387535767,-0.8548928824633955,-2.899863252730003,0.9639614964398221
0.051,2.7939575441248357,-0.9130467661464894,-2.7987307992066226,0.9178200212282762
0.051,2.8436760271612633,-0.8859912814850599,-2.8646620526645266,0.9069773069883232
0.054,2.917330450343893,-0.9174838021422527,-2.971144075616614,0.9712974274149739
0.044,2.84144978984963,-0.904780327402079,-2.799561575718214,0.8628921132706632
0.039,2.8056311933608167,-0.9124086223369441,-2.836586744010233,0.9433641729863601
0.041,2.879863666467707,-0.9026026464487715,-2.8658565841637054,0.8885955641447698
0.041,2.836175577552976,-0.8319264801955399,-3.0484570854108157,1.0442079880533797
0.038,2.998661005558087,-0.9218189599530215,-2.9551204529249033,0.8782784073198378
0.046,2.8917850228694078,-0.9477948396417923,-2.781864319739471,0.8378741365118556
0.04,2.864016922314803,-0.8477964874628853,-2.9497103253447214,0.9334898904928038
0.048,2.893484688475963,-0.9187360343696371,-2.9255149398642,0.9507662857578741
0.039,2.7813442599797447,-0.8852859931679479,-2.777164334347553,0.8811060675357563
0.044,2.73609783275441,-0.9430411379836224,-2.6186584230073686,0.8256017282365813
0.048,2.6699645820174447,-0.7508734407307696,-2.889465532090972,0.9703743908042972
0.05,2.774142611098244,-0.9953247451978318,-2.634724375704322,0.8559065098039104
0.091,2.83046880659553,-1.0328823543724432,-2.751347318547679,0.9537608663245924
0.067,2.831413568354073,-0.9796941282028867,-2.780420788236569,0.9287013480853825
0.04,2.874055630835971,-1.0976348891174235,-2.7074393448224483,0.9310186031039012
0.067,2.9469863734362245,-1.0740047155590966,-2.9264670626020584,1.0534854047249302
0.05,2.84133695679184,-1.126815213050123,-2.8249496876401192,1.110427943898402
0.036,2.785926318209737,-1.1691703550682353,-2.6751777208245997,1.0584217576830977
0.037,2.7907927912317065,-1.0339945193577247,-2.728823375635852,0.9720251037618703
0.041,2.851967693355401,-1.1477883135293636,-2.7547255607699603,1.0505461809439234
0.038,2.9593952182424945,-1.1838079661478458,-2.719858212026842,0.9442709599321935
0.038,2.9496314433005115,-1.1532131295807533,-2.924914496174008,1.1284961824542499
0.039,2.902510568214061,-1.1991731825007905,-2.611454233051223,0.9081168473379525
0.037,2.938420117223079,-1.3683609312543465,-2.684736555878929,1.1146773699101968
0.038,2.9834169471694603,-1.194847767388537,-2.9076897417602283,1.1191205619793048
0.037,2.9771629963902972,-1.2165813290894265,-2.7805624736444563,1.0199808063435858
0.038,2.9346960121611603,-1.220740713168107,-2.781644373742296,1.0676890747492425
0.041,2.882377019645097,-1.2405562561415662,-2.711227069333575,1.069406305830044
0.046,2.9855786617304876,-1.2664134401003468,-2.771651419339246,1.0524861977091056
0.037,2.9556059270006028,-1.236365264860599,-2.7826305052366123,1.0633898430966087
0.041,3.020344364986245,-1.2380815003013084,-2.852320601814757,1.07005773712982
0.039,2.9556595085802875,-1.211765484257957,-2.873494053757675,1.129600029435345
0.042,2.9283748388959334,-1.0649203353056804,-2.8856342626268927,1.0221797590366393
0.044,2.9146976946669914,-1.2167528861665082,-2.7458094122249195,1.0478646037244366
0.099,2.8994805374358688,-1.138661580156049,-2.979224766249601,1.2184058089697811
0.051,2.880181639977091,-1.214648530054423,-2.6813889954838377,1.0158558855611697
0.046,2.8875649830115027,-1.219145267073537,-2.72916271246533,1.0607429965273643
0.047,2.951711492316391,-1.1525197414509705,-2.873774729176812,1.0745829783113912
0.045,2.9822533242900002,-1.2306493234484723,-2.808454605936926,1.056850605095398
0.05,2.869395002389128,-1.0924675049115304,-2.868511979240683,1.0915844817630858
0.045,3.0427005190606558,-1.1087928415096435,-2.8962303004730416,0.9623226229220294
0.042,2.902164135985203,-1.165389350794672,-2.675543810112025,0.9387690249214938
0.058,2.8008391700904114,-1.040022014091509,-2.7427101772135134,0.9818930212146109
0.059,2.9013759506536827,-1.1478443750928486,-2.7828990386188797,1.0293674630580454
0.056,2.8768807921539192,-1.254108075612009,-2.6620610772877993,1.0392883607458894
0.063,2.9091935106683686,-1.2070846892407452,-2.7751789479981275,1.0730701265705043
0.044,3.108560348702367,-1.3468828686280134,-2.739841336207209,0.9781638561328555
0.056,2.955623146971034,-1.2899057850090803,-2.758211888227846,1.0924945262658918
0.048,3.0115876833790494,-1.3163088731451535,-2.7464123524019546,1.0511335421680588
0.062,3.035275738118333,-1.3623965871936592,-2.7249329137712373,1.0520537628465634
0.056,2.9479460788770098,-1.2663069818578372,-2.7795006815457035,1.097861584526531
0.048,2.9583621199891184,-1.2352578921643869,-2.7625886762324368,1.039484448407705
0.048,2.91649506599374,-1.1763464161115387,-2.838420278170667,1.098271628288466
0.074,3.0380543285020787,-1.373430006400186,-2.7975911962517332,1.1329668741498404
0.085,3.083940038937008,-1.2680104699899915,-2.746667187910507,0.9307376189634907
0.094,3.0553745430241164,-1.3602743442039869,-2.684610836216742,0.989510637396612
0.057,3.095861683995234,-1.1704350616876833,-3.0097323771031808,1.08430575479563
0.06,2.9343015525664797,-1.136208314859756,-2.8368151267957016,1.0387218890889778
0.042,2.988585003763494,-1.2087552354916113,-2.8202203563812036,1.0403905881093207
0.043,3.0092849069450023,-1.2862110526148092,-2.8262262974509786,1.103152443120786
0.041,2.931980138313571,-1.2398082565882371,-2.841892927190961,1.1497210454656273
0.043,2.9293597932764257,-1.146061782558509,-2.798260027047086,1.0149620163291693
0.041,2.960220730003837,-1.1927127026982796,-2.7433241086540727,0.9758160813485149
0.045,3.1215308593156776,-1.4439674785287022,-2.769441761484574,1.0918783806975987
0.038,2.906064095964084,-1.314898626765624,-2.7468986075751567,1.155733138376697
0.041,2.9937253645355195,-1.2625207400547238,-2.770901639824486,1.0396970153436906
0.042,2.9719278524488777,-1.3150944612526403,-2.637520816175975,0.9806874249797379
0.041,3.028231248134226,-1.3823404944515572,-2.8778392450985923,1.231948491415923
0.042,3.0131222012204653,-1.3460895402599646,-2.954395648397058,1.2873629874365575
0.042,3.0823321875636296,-1.4525326509899683,-2.711597125154857,1.081797588581196
0.044,3.1360097218838967,-1.5627996269331184,-2.7722631671526816,1.1990530722019035
0.046,3.094522662379383,-1.5953111815299854,-2.5702026450063,1.070991164156902
0.047,3.0954919584553586,-1.4852835151736024,-2.772165414659961,1.1619569713782048
0.04,3.1183158127600468,-1.5971746061889043,-2.6378319134722066,1.1166907069010639
0.039,3.104099190300055,-1.4231130413040205,-2.798974473432542,1.1179883244365079
0.044,-3.1254076397184973,-1.5474795888840567,-2.7124757913847852,1.102177712807753
0.043,3.0304135662945884,-1.3492488972746355,-2.886869929857581,1.2057052608376284
0.039,2.969981388999433,-1.5221185680601137,-2.6496015284649554,1.2017387075256363
0.042,3.044336641488295,-1.5151281492362796,-2.6567748684580166,1.1275663762060015
0.042,3.0954819376552947,-1.65779096328903,-2.7038394357261875,1.2661484613599225
0.041,3.0832768938969073,-1.6126230393576464,-2.8028980585139105,1.3322442039746496
0.039,-3.0719104423799553,-1.6177103107358133,-2.897640518400822,1.3040759643370041
0.042,-3.0973129727449638,-1.602877022844366,-2.8469917092465518,1.2639963976562951
0.04,3.0075619061917958,-1.4414194507921618,-2.695139398596159,1.1289969431965252
0.042,3.0719676874947774,-1.7415073978396785,-2.626523880265075,1.296063590609976
0.043,3.0082965163429276,-1.5635565366165176,-2.570137186972508,1.1253972072460978
0.037,3.0514837921178266,-1.5723231574429206,-2.7593155597766694,1.2801549251017632
0.052,3.0843597193191057,-1.55744222866547,-2.7965043058500814,1.2695868151964458
0.045,-3.132818947090754,-1.6009120959320868,-2.8368708220738146,1.287416557917069
0.038,2.9700773804857765,-1.5599728548262708,-2.7170403887216805,1.3069358630621748
0.053,2.98776930042939,-1.617482311601604,-2.550441870487981,1.1801548816601952
0.04,3.0805270226970483,-1.5681499599445372,-2.7566958168925426,1.2443187541400316
0.037,3.025128198580041,-1.4154395979198842,-2.7020707904433183,1.0923821897831612
0.038,3.0200597574421395,-1.4874320189231145,-2.6838253733649005,1.1511976348458752
