[2025-09-02 18:51:31.215] [info] topic=vd/line/dis, payload={"dis": 20.61, "dis_est": 20.602442367798222}
[2025-09-02 18:51:31.265] [info] topic=vd/line/dis, payload={"dis": 20.6, "dis_est": 20.608696195156128}
[2025-09-02 18:51:31.315] [info] topic=vd/line/dis, payload={"dis": 20.59, "dis_est": 20.61302224016755}
[2025-09-02 18:51:31.357] [info] topic=vd/line/dis, payload={"dis": 20.59, "dis_est": 20.615362066901426}
[2025-09-02 18:51:31.410] [info] topic=vd/line/dis, payload={"dis": 20.62, "dis_est": 20.622982582676183}
[2025-09-02 18:51:31.455] [info] topic=vd/line/dis, payload={"dis": 20.64, "dis_est": 20.63127971595668}
[2025-09-02 18:51:31.512] [info] topic=vd/line/dis, payload={"dis": 20.64, "dis_est": 20.639880494105597}
[2025-09-02 18:51:31.560] [info] topic=vd/line/dis, payload={"dis": 20.65, "dis_est": 20.64727425954783}
[2025-09-02 18:51:31.624] [info] topic=vd/line/dis, payload={"dis": 20.63, "dis_est": 20.6511985123219}
[2025-09-02 18:51:31.720] [info] topic=vd/line/dis, payload={"dis": 20.66, "dis_est": 20.65785473082686}
[2025-09-02 18:51:31.722] [info] topic=vd/line/dis, payload={"dis": 20.68, "dis_est": 20.667615937249536}
[2025-09-02 18:51:31.748] [info] topic=vd/line/dis, payload={"dis": 20.67, "dis_est": 20.675988425522128}
[2025-09-02 18:51:31.794] [info] topic=vd/line/dis, payload={"dis": 20.69, "dis_est": 20.68531226907803}
[2025-09-02 18:51:31.842] [info] topic=vd/line/dis, payload={"dis": 20.67, "dis_est": 20.690603858269196}
[2025-09-02 18:51:31.892] [info] topic=vd/line/dis, payload={"dis": 20.71, "dis_est": 20.701491396876843}
[2025-09-02 18:51:31.937] [info] topic=vd/line/dis, payload={"dis": 20.73, "dis_est": 20.71341418526488}
[2025-09-02 18:51:31.986] [info] topic=vd/line/dis, payload={"dis": 20.7, "dis_est": 20.72067359699021}
[2025-09-02 18:51:32.030] [info] topic=vd/line/dis, payload={"dis": 20.7, "dis_est": 20.726298129059952}
[2025-09-02 18:51:32.081] [info] topic=vd/line/dis, payload={"dis": 20.72, "dis_est": 20.734210993019982}
[2025-09-02 18:51:32.127] [info] topic=vd/line/dis, payload={"dis": 20.72, "dis_est": 20.74034259722506}
[2025-09-02 18:51:32.176] [info] topic=vd/line/dis, payload={"dis": 20.71, "dis_est": 20.745121151852768}
[2025-09-02 18:51:32.223] [info] topic=vd/line/dis, payload={"dis": 20.75, "dis_est": 20.75343078010301}
[2025-09-02 18:51:32.273] [info] topic=vd/line/dis, payload={"dis": 20.75, "dis_est": 20.76177706438862}
[2025-09-02 18:51:32.321] [info] topic=vd/line/dis, payload={"dis": 20.76, "dis_est": 20.76904033151542}
[2025-09-02 18:51:32.368] [info] topic=vd/line/dis, payload={"dis": 20.78, "dis_est": 20.778595863671505}
[2025-09-02 18:51:32.418] [info] topic=vd/line/dis, payload={"dis": 20.8, "dis_est": 20.789895336418798}
[2025-09-02 18:51:32.464] [info] topic=vd/line/dis, payload={"dis": 20.81, "dis_est": 20.80019862246371}
[2025-09-02 18:51:32.512] [info] topic=vd/line/dis, payload={"dis": 20.84, "dis_est": 20.814403886922346}
[2025-09-02 18:51:32.567] [info] topic=vd/line/dis, payload={"dis": 20.82, "dis_est": 20.82486450265097}
[2025-09-02 18:51:32.613] [info] topic=vd/line/dis, payload={"dis": 20.85, "dis_est": 20.836916418231826}
[2025-09-02 18:51:32.663] [info] topic=vd/line/dis, payload={"dis": 20.86, "dis_est": 20.849336530644305}
[2025-09-02 18:51:32.708] [info] topic=vd/line/dis, payload={"dis": 20.83, "dis_est": 20.855438506577897}
[2025-09-02 18:51:32.756] [info] topic=vd/line/dis, payload={"dis": 20.83, "dis_est": 20.861318123177877}
[2025-09-02 18:51:32.804] [info] topic=vd/line/dis, payload={"dis": 20.9, "dis_est": 20.875373375015563}
[2025-09-02 18:51:32.855] [info] topic=vd/line/dis, payload={"dis": 20.88, "dis_est": 20.885474287738102}
[2025-09-02 18:51:32.902] [info] topic=vd/line/dis, payload={"dis": 20.89, "dis_est": 20.895272076679042}
[2025-09-02 18:51:32.946] [info] topic=vd/line/dis, payload={"dis": 20.88, "dis_est": 20.901804536397762}
[2025-09-02 18:51:33.001] [info] topic=vd/line/dis, payload={"dis": 20.89, "dis_est": 20.91061230562086}
[2025-09-02 18:51:33.045] [info] topic=vd/line/dis, payload={"dis": 20.93, "dis_est": 20.92130378724568}
[2025-09-02 18:51:33.087] [info] topic=vd/line/dis, payload={"dis": 20.95, "dis_est": 20.93365024369612}
